CODICE,DENOMINAZIONE,INDIRIZZO,COMUNE,COD_ISTAT,LON,LAT,LAT_LON,SR_GEO,QUOTA,OPERATORE,TIPO_IMPIANTO,STATO_IMPIANTO,FASE_RICHIESTA,TECNOLOGIE_UTILIZZATE
PC5083-A,S. NICOLO' Z.I.,VIA RIVA TREBBIA C/O CAMPO SPORTIVO,ROTTOFRENO,033039,9.6181385,45.0544694,9.6181385 45.0544694,4326                            ,63,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE2100 - UMTS2100
PC5086-A,FOSSADELLO A21,"VIA FORNACE VECCHIA, 6 - LOC. FOSSADELLO",CAORSO,033010,9.8044932,45.0391272,9.8044932 45.0391272,4326                            ,50,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FO096,CESENA STADIO ,"VIA MARZOLINO,1",CESENA,040007,12.267995,44.136843,12.267995 44.136843,4326                            ,29,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MO078,SAN FRANCESCO,"VIA CALLE DI LUCA, 8/10",MODENA,036023,10.921203,44.643662,10.921203 44.643662,4326                            ,40,WIND3,MICROCELLA,ATTIVO,ATTIVA,
PR7F,ROCCABIANCA PAESE,VIA A. TOSCANINI C/O TORRE PIEZOMETRICA,ROCCABIANCA,034030,10.2143508,45.0086159,10.2143508 45.0086159,4326                            ,31,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
MO1498-A,CA DI SOLA,VIA PER MODENA,CASTELVETRO DI MODENA,036008,10.956512969,44.5352386977,10.956512969 44.5352386977,4326                            ,78,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS2100
MO2088-C,BOMPORTO CENTRO SSI,VIA RAVARINO CARPI,BOMPORTO,036002,11.037938628,44.7301503008,11.037938628 44.7301503008,4326                            ,,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE2100 - UMTS2100
RE4307-A,SANTA MARIA DELLA FOSSA,STRADA VICINALE SANTA MARIA,NOVELLARA,035028,10.6998430165,44.8025271243,10.6998430165 44.8025271243,4326                            ,"28,5",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM1800 - LTE800 - LTE1800 - UMTS2100
RE4348-A,ROLO A22,VIA 2 GIUGNO C/O Z.I.,ROLO,035035,10.8436684856,44.8679070417,10.8436684856 44.8679070417,4326                            ,"20,7",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS900
PR116,LESIGNANO DE' BAGNI,"VIA ARGINI, 30",LESIGNANO DE' BAGNI,034019,10.304185,44.64646,10.304185 44.64646,4326                            ,236,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MD40,FORMIGINE CENTRO,VIA DELLO SPORT S.N.C.,FORMIGINE,036015,10.8402164985,44.5739115223,10.8402164985 44.5739115223,4326                            ,"84,5",TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MD83,MO ALBARETO SSI,"VIA BATTAGLIA, 124",MODENA,036023,10.9647656866,44.681913441,10.9647656866 44.681913441,4326                            ,29,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
PR96,PR PAISIELLO SSI ,"VIA PARIGI, C/O PARCO MARTINI",PARMA,034027,10.3523398,44.7970626,10.3523398 44.7970626,4326                            ,51,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO2080-A,DUE GIUGNO,VIA CIRCONVALLAZIONE C/O CAMPO SPORTIVO,MIRANDOLA,036022,11.070214,44.888756,11.070214 44.888756,4326                            ,"15,9",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS2100
MO4235-A,TAV PIOPPA,"VIA PANZANO,S.N.C",CASTELFRANCO EMILIA,036006,11.0556469026,44.6272090184,11.0556469026 44.6272090184,4326                            ,33,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900 - UMTS2100
FO066,VIA XXIV MAGGIO ,"VIA OBERDAN, 1/D (SHARING VODAFONE) - FORLI' ",FORLI' ,040012,12.046587,44.220089,12.046587 44.220089,4326                            ,27,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MO41031_001,,"VIA PANARIA OVEST,1/1",CAMPOSANTO,036004,11.127075,44.786174,11.127075 44.786174,4326                            ,"17,5",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
MO5069-A,GAZZUOLI,VIA GAZZUOLI LOC. MAGRETA,FORMIGINE,036015,10.807831612,44.6094927751,10.807831612 44.6094927751,4326                            ,69,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
L445S012,,"V. A. GRAMSCI, 3",SANT'ILARIO D'ENZA,035039,10.451215,44.76549,10.451215 44.76549,4326                            ,56,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L445S015,,V. DELLA STAZIONE 1,RUBIERA,035036,10.785577,44.654791,10.785577 44.654791,4326                            ,53,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L463S004,SOLIGNANO,V. CAPOLUOGO 12,SOLIGNANO,034035,9.979911,44.613956,9.979911 44.613956,4326                            ,232,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L463S006,BERCETO,LOC. GHIARE,BERCETO,034004,9.931828,44.556372,9.931828 44.556372,4326                            ,288,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L150S016,BORGO PAGLIA,"LUNGO LINEA TAV, KM60+369",CADEO,033007,9.874,44.9771549,9.874 44.9771549,4326                            ,"59,5",RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L150S020,,P.ZA DELLA REPUBBLICA,FIDENZA,034014,10.0680202,44.8673786,10.0680202 44.8673786,4326                            ,74,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L150S039, STAZIONE FERROVIARIA DI MODENA,P.ZA DANTE 14 STAZIONE RFI DI MODENA,MODENA,036023,10.930195,44.655375,10.930195 44.655375,4326                            ,"33,2",RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
GALL.BASTARDO NORD,,LUNGO LINEA,BORGO VAL DI TARO,034006,9.868988,44.529927,9.868988 44.529927,4326                            ,,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
L463S005,GALLERIA SCORZA IMBOCCO NORD,LUNGO LINEA,BERCETO,034004,9.9461153315,44.5896163292,9.9461153315 44.5896163292,4326                            ,274,RFI,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900
RE130,QUATTRO CASTELLA CENTRO,VIA SANTI C/O CIMITERO COMUNALE,QUATTRO CASTELLA,035030,10.4766992727,44.6385820065,10.4766992727 44.6385820065,4326                            ,"153,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
RE138,MONTE COSTABONA,VIA DEL MONTE COSTABONA C/O SITO TELECOM,VILLA MINOZZO,035045,10.489162959,44.3422865066,10.489162959 44.3422865066,4326                            ,"891,3",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO5068,FRASSINORO PAESE,VIA GRANDE DEL MARE,FRASSINORO,036016,10.5695692179,44.2988516976,10.5695692179 44.2988516976,4326                            ,1190,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO6059-E,MEDOLLA,"VIA GRANDE, 16 - C/O ISOLA ECOLOGICA",MEDOLLA,036021,11.077036,44.849968,11.077036 44.849968,4326                            ,"21,4",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - UMTS900
PR2741-D,TICCHIANO,"MONTE CAIO, TRALICCIO ENEL        ",TIZZANO VAL PARMA,034039,10.1591787096,44.4645165047,10.1591787096 44.4645165047,4326                            ,1490,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS900 - UMTS2100
FO113,GAMBETTOLA BIS,VIA I MAGGIO,GAMBETTOLA,040015,12.333824,44.11162,12.333824 44.11162,4326                            ,31,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
MD0E,LE CASELLE,TERRENO COMUNALE PRESSO CURVA DI VIA SALVATORE QUASIMODO,NOVI DI MODENA,036028,10.948446,44.825844,10.948446 44.825844,4326                            ,"20,5",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE1800 - UMTS900 - UMTS2100
PRB1,,"VIA DIVISIONE JULIA,SNC",BERCETO,034004,9.9869692,44.5108488,9.9869692 44.5108488,4326                            ,787,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PC361,LUGAGNANO D'ARDA,VIA DELLA CEMENTERIA 1,VERNASCA,033044,9.829411,44.813703,9.829411 44.813703,4326                            ,222,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,UMTS900 - UMTS1800 - UMTS2100
MO086TL,CARPI SUD,VIA SANTI 1,CARPI,036005,10.879673478600001,44.7778139263,10.879673478600001 44.7778139263,4326                            ,28,LEPIDA,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM450
RE0028W,,VIA BOTTEGARO,SCANDIANO,035040,10.6856765643,44.5710686005,10.6856765643 44.5710686005,4326                            ,395,LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
PR127,SALSOMAGGIORE CENTRO,VIA RIMEMBRANZE,SALSOMAGGIORE TERME,034032,9.9717504,44.8118809,9.9717504 44.8118809,4326                            ,260,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR143,RUBBIANO,LOC. SANT`AGNESE-FRAZIONE DI RUBBIANO,SOLIGNANO,034035,10.083797,44.6868861,10.083797 44.6868861,4326                            ,152,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
FOA5,GRISIGNANO ,"AREA VERDE COMUNALE C/O VIA MADRE TERESA DI CALCUTTA, SNC ZONA ARTIGIANALE LOC. SAN MARTINO IN STRADA",FORLI' ,040012,12.039838,44.175199,12.039838 44.175199,4326                            ,45,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE1800 - UMTS2100
PC6B,BIOMEDICA SANTA LUCIA MC,"VIA VITTIME DELLA STRADA, 2",GRAGNANO TREBBIENSE,033024,9.5731473,45.0328458,9.5731473 45.0328458,4326                            ,68,TIM,MICROCELLA,ATTIVO,ATTIVA,GSM900
PR2E,PR VITTORIO EMANUELE,STRADA DELLA REPUBBLICA,PARMA,034027,10.3366223669,44.7995775272,10.3366223669 44.7995775272,4326                            ,"53,2",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
REBA,,VIA BORA 8,CASTELLARANO,035014,10.679104,44.475365,10.679104 44.475365,4326                            ,"191,9",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - UMTS2100
REBC,,VIA VALBONA,COLLAGNA,035019,10.2698484,44.3491015,10.2698484 44.3491015,4326                            ,953,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - UMTS2100
FO4966,VECCHIAZZANO ,VIA CA' DOLCE,FORLI' ,040012,12.023512,44.197477,12.023512 44.197477,4326                            ,41,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - UMTS900 - UMTS2100
FC0828,FO-CARPINELLO ,"VIA ERMELLINO, 3 LOC. CARPINELLO",FORLI' ,040012,12.135908,44.237079,12.135908 44.237079,4326                            ,22,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS2100
MO0164-B,,"VIA ARTE DEL TRUCIOLO, 2",CARPI,036005,10.8578123415,44.7846263266,10.8578123415 44.7846263266,4326                            ,29,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PC344,CASTELL'ARQUATO,C/O AREA CIMITERIALE,CASTELL'ARQUATO,033012,9.8615652,44.8488903,9.8615652 44.8488903,4326                            ,253,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - UMTS900 - UMTS2100
PR367,FONTANELLATO,"AREA AGRICOLA (STRADA DELLE BERETTINE, SNC) - LOCALIT+A PRIORATO",FONTANELLATO,034015,10.1653576,44.8762365,10.1653576 44.8762365,4326                            ,47,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO368,MARANELLO ZI NORD,"VIA GIARDINI,62",FIORANO MODENESE,036013,10.862004556,44.5466863651,10.862004556 44.5466863651,4326                            ,106,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - LTE2100 - LTE2600 - UMTS900 - UMTS2100
PR308,PO,"VIA PO,5/A",PARMA,034027,10.3206468,44.7875576,10.3206468 44.7875576,4326                            ,61,WIND3,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
RE318 (ex H3G RE2896C),SAN PIETRO,"VIA TOSCHI,27",REGGIO NELL'EMILIA,035033,10.6348566266,44.6952141506,10.6348566266 44.6952141506,4326                            ,57,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - UMTS2100
REBE,ARCETO SUD,VIA CARAFFA C/O IMPIANTI SPORTIVI DI ARCETO,SCANDIANO,035040,10.7209084415,44.6148156638,10.7209084415 44.6148156638,4326                            ,74,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR115,TRAVERSETOLO OVEST,"VIA DI MONZATO, 67 - COSITE VODAFONE",TRAVERSETOLO,034042,10.378492,44.649237,10.378492 44.649237,4326                            ,167,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR313,NAVIGLIETTA,"VIA ZACCONI, 21/C",PARMA,034027,10.3470445621,44.8083803814,10.3470445621 44.8083803814,4326                            ,"46,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PR319,BARILLA,VIA TRAVERSANTE PEDRIGNANO,PARMA,034027,10.3626788,44.8347191,10.3626788 44.8347191,4326                            ,37,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
5519B,,"VIA AVOGADRO,4",PARMA,034027,10.3038027186,44.8035715182,10.3038027186 44.8035715182,4326                            ,"54,6",TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - UMTS900 - UMTS2100
5516C,STADIO,VIALE PARTIGIANI D'ITALIA  C/O TARDINI,PARMA,034027,10.3394002,44.7953379,10.3394002 44.7953379,4326                            ,55,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE1800 - LTE2600 - UMTS900 - UMTS2100
MO0715-A,SALTINO,VIA RIVALTA DI SOPRA,PRIGNANO SULLA SECCHIA,036033,10.6526225294,44.4230670704,10.6526225294 44.4230670704,4326                            ,412,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
REE0,BORETTO EX RE78,C/O CIMITERO COMUNALE,BORETTO,035005,10.5520537093,44.8979100941,10.5520537093 44.8979100941,4326                            ,22,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MD8F,CANTINE,VIA ZOBOLI C/O AREA VERDE,NONANTOLA,036027,11.027709,44.678004,11.027709 44.678004,4326                            ,"26,8",TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - UMTS900 - UMTS2100
RECC,CAVRIAGO EST,VIA DEI PRATIVECCHI,CAVRIAGO,035017,10.5435774615,44.6954546083,10.5435774615 44.6954546083,4326                            ,70,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE1800 - UMTS2100
PRD0,,LOC. TRE CASE - S. FAUSTINO,FIDENZA,034014,10.0462675,44.896198,10.0462675 44.896198,4326                            ,61,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
PC9A,LUGAGNANO VAL D'ARDA EX PC24,SP LUGAGNANO-VERNASCA,VERNASCA,033044,9.835757,44.8109142,9.835757 44.8109142,4326                            ,350,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MD94,MONFESTINO,VIA PER GUARDAROLA - LOC. RICCO' ,SERRAMAZZONI,036042,10.8537204329,44.4252533384,10.8537204329 44.4252533384,4326                            ,586,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE800 - LTE1800 - UMTS900 - UMTS2100
PRD9,MONTECHIARUGOLO,VIA GARIBALDI - FRAZ. BASILICANOVA,MONTECHIARUGOLO,034023,10.36632,44.694703,10.36632 44.694703,4326                            ,127,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MD98,RANGONE ZI,VIA DELLA TECNICA,CASTELNUOVO RANGONE,036007,10.9257435908,44.5528934021,10.9257435908 44.5528934021,4326                            ,77,TIM,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MDA7,SAN CESARIO SUL PANARO EX MO77,"VIA LIBERAZIONE, 630",SAN CESARIO SUL PANARO,036036,11.0296308548,44.5712310065,11.0296308548 44.5712310065,4326                            ,49,TIM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
PR314,STAZIONE,VIA TRENTO 9,PARMA,034027,10.3303869803,44.8093229654,10.3303869803 44.8093229654,4326                            ,30,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
3156A,,VIA MARTIRI DI CEFALONIA 10,PARMA,034027,10.332334,44.782383,10.332334 44.782383,4326                            ,65,TRE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,UMTS900 - UMTS2100
5911B,,VIA DELLA CANALINA,REGGIO NELL'EMILIA,035033,10.62011,44.69088,10.62011 44.69088,4326                            ,"60,7",TRE,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,LTE1800 - UMTS900 - UMTS2100
MO5385-A,FORMIGINE SW,"VIA FONDACCIA LOCALITA' PONTE FOSSA,SNC",FORMIGINE,036015,10.8219478283,44.5688573199,10.8219478283 44.5688573199,4326                            ,91,VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,GSM900 - GSM1800 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MO5944-C,BLU TRE OLMI,STRADA TRE OLMI,MODENA,036023,10.860138,44.661429,10.860138 44.661429,4326                            ,"39,9",VODAFONE,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
PR001RA-B,FELINO,"VIA CALESTANO, 64",FELINO,034013,10.2316403,44.699177,10.2316403 44.699177,4326                            ,184,FASTWEBAIR,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
WM-FC-130,,"LOC. GRANAROLO SNC, 47121-47122 FORLI' FC, ITALIA",FORLI' ,040012,11.962006,44.222636,11.962006 44.222636,4326                            ,51,GO INTERNET,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
FC0044A,STAZIONE ,VIA PANDOLFA C/O TORRE DELL'ACQUA,FORLI' ,040012,12.0596,44.22545,12.0596 44.22545,4326                            ,23,LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
MO0037B,FINALE EMILIA,"VIA ARGINE DESTRO, 2",FINALE EMILIA,036012,11.292652,44.822095,11.292652 44.822095,4326                            ,"12,8",LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,LTE3500-TDD
PC0037A,BORGONOVO VAL TIDONE,VIA MOTTAZIANA 38,BORGONOVO VAL TIDONE,033006,9.454434,45.01721,9.454434 45.01721,4326                            ,"106,4",LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
RE0047A,CAVRIAGO,"STRADA PROVINCIALE 28 REGGIO EMILIA - MONTECCHIO, C/O PARCO RIOVALLE",CAVRIAGO,035017,10.5315561755,44.6875597138,10.5315561755 44.6875597138,4326                            ,"84,8",LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
PC0032A,PC COLOMBO,VIA COLOMBO 29/O,PIACENZA,033032,9.710275,45.0451502,9.710275 45.0451502,4326                            ,54,LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
PR0043B,,"VIA PO,5/A",PARMA,034027,10.3206468,44.7875576,10.3206468 44.7875576,4326                            ,61,LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,WIMAX
MO0046B,,"VIA AMENDOLA, 233",MODENA,036023,10.909054,44.634027,10.909054 44.634027,4326                            ,"36,3",LINKEM,STAZIONE RADIO BASE,ATTIVO,ATTIVA,
MO064,FRASSINORO,VIA DEL PIANELLO SNC,FRASSINORO,036016,10.5709487244,44.299814009,10.5709487244 44.299814009,4326                            ,1171,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO075 DISMESSO,SASSUOLO ZI NORD,C/O CABINA ENEL DI PONTE FOSSA,FIORANO MODENESE,036013,10.819611,44.56425,10.819611 44.56425,4326                            ,"98,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO117,LIMIDI,VIA ARCHIMEDE C/O MAGAZZINO COMUNALE,SOLIERA,036044,10.9098726573,44.766483131,10.9098726573 44.766483131,4326                            ,24,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO137,FORMIGINE CENTRO OVEST,"VIALE DELLO SPORT, 5  C/O PISCINA COMUNALE",FORMIGINE,036015,10.8402164985,44.5739115223,10.8402164985 44.5739115223,4326                            ,"84,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO194,SALTINO,VIA RIVALTA DI SOPRA - LOC. SALTINO,PRIGNANO SULLA SECCHIA,036033,10.6526225294,44.4230670704,10.6526225294 44.4230670704,4326                            ,410,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO305,CAVALCANTI,VIA BOCCACCIO,FIORANO MODENESE,036013,10.8187852521,44.5340689773,10.8187852521 44.5340689773,4326                            ,157,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO355,MARANELLO 1,VIA DINO FERRARI - FINE STRADA -,MARANELLO,036019,10.858263,44.530298,10.858263 44.530298,4326                            ,132,WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
MO389,SAN CESARIO,"VIA LIBERAZIONE, 187",SAN CESARIO SUL PANARO,036036,11.033833,44.569542,11.033833 44.569542,4326                            ,"48,5",WIND3,STAZIONE RADIO BASE,NON ATTIVO,CONCLUSA,
FLFE,CIVITELLA OVEST,"STRADA COMUNALE PESCAGLIA-MONTACCIO, SNC",CIVITELLA DI ROMAGNA,040009,11.941566,44.004828,11.941566 44.004828,4326                            ,255,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
MDDC,MEDOLLA ZI,"VIA LEONARDO DA VINCI, SNC",MEDOLLA,036021,11.058593,44.84528,11.058593 44.84528,4326                            ,"20,9",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1500 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
PC8A,RIVERGARO EX PC07,C/O CIMITERO,RIVERGARO,033038,9.59961937,44.91746776,9.59961937 44.91746776,4326                            ,"136,1",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
BO44,SAN LAZZARO DI SAVENA,VIA SPERANZA 8,SAN LAZZARO DI SAVENA,037054,11.413281983288,44.47547733754509,11.413281983288 44.47547733754509,4326                            ,56,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,5G3700 - GSM900 - LTE800 - LTE1500 - LTE1800 - LTE2600 - UMTS2100
RA91,PORTA SERRATA,"VIA SANT ALBERTO, 1",RAVENNA,039014,12.2019638888889,44.4228583333333,12.2019638888889 44.4228583333333,4326                            ,4,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE1800 - UMTS2100
PC073,MAMAGO,"VIA MAMAGO ROSO 122, LOC. SAN NICOLO'",ROTTOFRENO,033039,9.602632,45.04874,9.602632 45.04874,4326                            ,66,WIND3,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - GSM1800 - LTE800 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
FC47034_002,FORLIMPOPOLI CIRCONVALLAZIONE,"VIA DIAZ, 5/B C/O ""SERBATOIO HERA DIAZ FORLIMPOPOLI"" (CO-SITING TELECOM E VODAFONE) - FORLIMPOPOLI",FORLIMPOPOLI,040013,12.125277,44.185534,12.125277 44.185534,4326                            ,33,ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
RE40,ARCETO,"VIA PER RUBIERA, LOC. ARCETO",SCANDIANO,035040,10.7269158869,44.6278410859,10.7269158869 44.6278410859,4326                            ,69,TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
RN47838_007,RICCIONE CASELLO A14,VIALE BERLINGUER C/O CASELLO AUTOSTRADALE A14,RICCIONE,099013,12.6418251,43.9873572,12.6418251 43.9873572,4326                            ,"18,1",ILIAD,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,LTE1800 - LTE2600 - UMTS900 - UMTS2100
FL41,SAN ZENO,"VIA SAN ZENO, LOCALITA PODERE SALAMELLO",GALEATA,040014,11.8781577495,44.011104831,11.8781577495 44.011104831,4326                            ,"518,1",TIM,STAZIONE RADIO BASE,NON ATTIVO,ATTIVABILE,GSM900 - LTE800 - LTE1800 - UMTS900 - UMTS2100
FE44124_004,MARRARA,VIA DEL VESCOVO,FERRARA,038008,11.691704,44.722969,11.691704 44.722969,4326                            ,"5,5",ILIAD,STAZIONE RADIO BASE,ATTIVO,ATTIVA,5G700 - LTE1800 - LTE2600 - UMTS900 - UMTS2100
